"Resp.ID","Collector.ID","start.date","End.date","converse.id","dream.id","usewell.id","whenever.id","consider.ought","people.ought","expect.ought","fail.ought","necessity","enjoy.intr","life.intr","exciting.intr","challenge.intr","job.instru","knowledge.instru","career.instru","money.instru","time.integr","becomelike.integr","meeting.integr","affinity.integr","improve.prof","speaking.prof","reading.prof","written.prof","listening.prof","citizen.post","interact.post","overseas.post","globalaccess.post","mot.qual","advantages.qual","idealfuture.qual","succ1.attrib","educ2.attrib","open3.attrib","élite4.attrib","citizen5.attrib","employable6.attrib","cultured7.attrib","interesting8.attrib","other.comment9.attrib","parents1.external","friends2.external","teachers3.external","press4.external","duty5.external","noextern6.external","other7.external","encouragement1.influence","other4.influence","transl1.sector","research2.sector","teaching3.sector","business4.sector","tourism5.sector","banking6.sector","organisation7.sector","communication8.sector","intrelations9.sector","Notsure10.sector","other11.sector","Age","Gender","L1","speak.other.L2","other.speak.other.L2","study.other.L2","origins","origins.specify","year.studyL2","other.year.studyL2","private.lessons1.other.ways","study.holiday2.other.ways","year.sem.abroad3.other.ways","online.course4.other.ways","other5.other.ways","degree","other.degree1","study.year","prof","other.prof","insistence2.influence","pressure3.influence","Context","comparative.culture.minor1","philosophy.minor2","Language.literature.culture.minor3","art.music.theatre.minor4","ancient studies.minor5","history.minor6","computer.science.minor7","law.minor8","economics.minor9","communication.minor10","catholic.theology.minor11","evangelical.theology.minor12","DAF.minor13","orthodox theology.minor14","sinology.minor15","scandinavian.studies.minor16","other.minor17","roleL2.degree","other.roleL2.degree"
5122148133,94260199,2016-12-03 01:01:00,2016-12-03 01:10:00,"Strongly agree","Agree","Agree","Strongly agree","Not sure","Not sure","Not sure","Disagree","Disagree","Strongly agree","Not sure","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Not sure","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree",NA,NA,NA,0,1,1,0,1,1,1,1,NA,0,0,0,1,0,0,NA,1,NA,1,0,0,1,1,0,1,1,1,0,NA,"18-25","Male","Italian","Yes","I am currently studying Chinese at the University of Bologna.","Chinese","No",NA,"First year of primary school",NA,0,0,0,0,"Self improvement throughout books, music and film/TV series in English.","Lingue, mercati e culture dell'Asia",NA,"1st year","Upper-intermediate",NA,0,0,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
5122497507,94260199,2016-12-03 04:03:00,2016-12-03 04:23:00,"Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Agree","Strongly agree","Agree","Not sure","Strongly agree","Strongly agree","Not sure","Strongly agree","Not sure","Strongly agree","Not sure","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","I'm studying English because I work in  public office and it's very important to know another language a part from Italian.","I think that studying English (on anothel language) is the best way to improve our knowledge and to be ablo to travel and deal with other cultures.","As I said in the first answer, I work in a public office. I have to deal with meny people from different Countries and learning English would be helpful. Maybe, one day, I could reach a higer level.",0,1,1,0,1,0,1,1,"free to travel and to comunicate",0,0,0,0,0,1,"I've always wanted to study English, no one forced me.",1,NA,1,0,1,0,0,0,1,0,1,0,NA,"18-25","Female","Italian","Yes","French, a little bit of Spanish","Japanese","No",NA,"Other","Second year of primary school",0,0,0,0,"No.","Lingue e letterature straniere",NA,"1st year","Intermediate",NA,0,0,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
5123330797,94260199,2016-12-03 21:19:00,2016-12-03 21:23:00,"Strongly agree","Strongly agree","Agree","Strongly agree","Not sure","Not sure","Not sure","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Not sure","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree",NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5123468094,94260199,2016-12-04 01:13:00,2016-12-04 01:26:00,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Strongly disagree","Disagree","Agree","Agree","Not sure","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Not sure","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","entrare in un ambito lavorativo nel quale questa lingua sia indispensabile","approfondire la lingua ed essere in grado di usarla anche ad un livello lavorativo più specializzato","determinante",0,0,0,1,1,1,0,1,NA,0,0,0,0,0,1,"solo interesse e grande passione per una lingua studiata per molti anni a scuola ma mai in modo specializzato e così accurato",NA,NA,1,0,0,1,1,1,1,1,1,0,NA,"18-25","Female","Italian","No",NA,"russo","No",NA,"Kindergarten",NA,1,1,0,0,NA,"Lingue e letterature straniere",NA,"1st year","Upper-intermediate",NA,NA,NA,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
5123984358,94260199,2016-12-04 18:21:00,2016-12-04 18:49:00,"Strongly agree","Strongly agree","Not sure","Strongly agree","Disagree","Disagree","Disagree","Not sure","Agree","Agree","Agree","Agree","Not sure","Strongly agree","Agree","Strongly agree","Not sure","Not sure","Strongly disagree","Not sure","Disagree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Principalmente, la prospettiva di poter comunicare con persone da tutto il mondo e poter ampliare anche le possibilità lavorative.","L' Italiano non è una lingua che al di fuori dell' Italia viene parlata molto, quindi non mi permetterebbe da sola di poter raggiungere certi obbiettivi. Imparare l'Inglese può darmi molto dal punto di vista della versatilità lavorativa.","Ha il ruolo di mezzo attraverso il quale poter trovare lavoro anche in contesti molto diversi dalla mia realtà attuale.",0,1,0,0,1,1,1,0,NA,0,0,0,0,0,1,"Nessun fattore esterno, lo ritengo importante per mia scelta.",NA,NA,1,1,1,0,1,0,1,0,1,0,NA,"18-25","Male","Italian","No",NA,"Japanese","No",NA,"Other","Third year of primary school",0,0,0,0,"Reading books","Lingue, mercati e culture dell'Asia",NA,"1st year","Upper-intermediate",NA,NA,NA,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
5124024829,94260199,2016-12-04 19:59:00,2016-12-04 20:41:00,"Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Not sure","Not sure","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I have always been really passionate about English as a language but I am also really interested in the culture of the English-speaking countries. When I have a convesation in English or I read a book written in English I feel at home. I study English because I want to master this language and to be able to understand or express any kind of concept, idea and feeling.","Everybody in Italy studies English but learning it at university level will give me the possibility to achieve a level of language skills higher than the most other Italians. Italian as a language is spoken by a minority of people in the World, whereas English is an international language so it is obviously extremely important for me be able to use it. I think mastering English will give me more possibility to find my dream job, even in a foreign country.","I hope English will have a key role in my future, as I would like to move to an English-speaking country and to find a job that would allow me to use my language skills.",0,1,1,0,1,1,1,0,NA,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,1,0,1,1,0,0,"Literature","18-25","Female","Italian","Yes","French and German","Finnish","No",NA,"Other","First years of middle school",1,1,0,0,NA,"Lingue e letterature straniere",NA,"1st year","Upper-intermediate",NA,NA,NA,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
5124825579,94260199,2016-12-05 18:41:00,2016-12-05 19:10:00,"Strongly agree","Agree","Agree","Strongly agree","Disagree","Disagree","Strongly disagree","Disagree",NA,"Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree",NA,"Strongly agree","Strongly agree","For me it's quite natural to think in English. It's a part of me. I love the sounds of this language in fact I often travel abroad to hear people speaking English and to improve  my speaking skills. I also love English litterature and culture. My dream is to use this language as well as my moyjer tongue. That's why I decided to study English at University.","First of all I think that it will improve my english. I'd like to speak fluently so that everyone would be able to understand me. Nowadays it's very important to learn a language that let you communicate with the rest of the world. In Italy this idea isn't very popular, in fact the number of people with a good level of English is not so high. Schools don't  give enough importance to this point, that's why I decided to contiue my personal studying of English.","I hope that English will be a part of my daily life. I'd like to work in a context which can give the opportunity to travel a lot and to keep in touch with foreign people.",0,1,1,0,1,1,0,1,NA,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,1,0,1,0,1,0,NA,"18-25","Female","Italian","No",NA,"Japanese","No",NA,"First year of primary school",NA,0,1,0,0,NA,"Lingue, mercati e culture dell'Asia",NA,"1st year","Upper-intermediate",NA,NA,NA,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
5124998573,94260199,2016-12-05 21:46:00,2016-12-05 21:55:00,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Not sure","Strongly disagree","Disagree","Disagree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","I'm currently studying English because it has always fascinated me and I've always felt like it's the easiest language for me to learn. It's becoming the most spoken language all around the world so by speaking it it'll be easier to communicate.","I think that being Italian but always being an excellent English speaker will help me to get the job that I want and become the person I dream of being.","I think that it'll be the element of my career that will help me to improve my status.",1,1,1,0,1,1,1,0,"Learning English and being able to speak it in an excellent way is not a feature of everyone.",0,0,0,0,0,1,NA,NA,NA,0,0,1,0,1,0,0,1,0,0,NA,"18-25","Female","Italian","Yes","French, Spanish and Russian","Russian","No",NA,"Kindergarten",NA,0,0,1,0,NA,"Lingue e letterature straniere",NA,"1st year","Advanced",NA,NA,NA,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
5125003536,94260199,2016-12-05 21:51:00,2016-12-05 22:00:00,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Not sure","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Vorrei diventare professoressa di letteratura inglese","A livello universitario si studia la lingua in maniera più approfondita rispetto a come viene imparata e insegnata nelle scuole di grandi inferiore","Sarà la lingua che mi permetterà di lavorare",0,1,1,0,1,1,1,1,NA,0,0,0,0,0,1,NA,NA,NA,0,1,1,0,1,0,0,0,1,0,NA,"18-25","Female","Italian","Yes","Spagnolo","Francese","No",NA,"First year of primary school",NA,0,1,0,0,NA,"Lingue e letterature straniere",NA,"1st year","Upper-intermediate",NA,NA,NA,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
5125004720,94260199,2016-12-05 21:51:00,2016-12-05 22:15:00,"Agree","Agree","Agree","Strongly agree","Disagree","Agree","Strongly disagree","Disagree","Agree","Strongly agree","Not sure","Strongly agree","Agree","Agree","Agree","Agree","Not sure","Strongly agree","Not sure","Strongly agree","Not sure","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","I want to be able to comunicate with people from other countries, get to know their culture and their lifestyle. 
I hope that having a good competence in English will help me find a job I will like.
I think English is a beautiful language to learn, and I find English literature very facinaying to study.
I want to expand my horizons.
","Personally, I think that one of the main advantages of knowing English well is being able to comunicate with other people, and I also think that, today, knowing English to an high level is important to get a job.","I see myself speaking English daily, I hope to live my life in an English speaking country.",0,1,1,0,1,0,1,1,NA,0,0,0,0,0,1,NA,NA,NA,1,0,0,1,0,0,1,1,1,1,NA,"18-25","Female","Italian","No",NA,"I study Russian, I plan to learn Spanish and hopefully also Portuguese","No",NA,"First year of primary school",NA,0,0,0,0,NA,"Lingue e letterature straniere",NA,"1st year","Upper-intermediate",NA,NA,NA,"English in Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA
